id,setId,number,name,productCategoryTitle,type,color,energyType,cardLevel,hp,keyword,rarity,skillName,description,attackText,flipText,isBan,isLimit,isExtra,base_id,is_alt_art,all_rules_text,grade,imageUrl
BS1-037@2,BS1,037@2,Timekeeper Cookie,PROMOTION CARD,COOKIE,YELLOW,YELLOW,3,5,,P,Distorted Time Rift,【On Play】 <Discard 1 card.> <{Y}{Y}> Select up to 1 LV.2 or lower Cookie from your break area. Place that Cookie in the trash.,"<{Y}{Y}{Y}> Wish to see a time rift? deals 3
Then, <can be used as {Y}.> Select up to 1 of your opponent's LV.1 Cookies. Place that Cookie in the break area.",,0,0,0,BS1-037,1,"【On Play】 <Discard 1 card.> <{Y}{Y}> Select up to 1 LV.2 or lower Cookie from your break area. Place that Cookie in the trash.
<{Y}{Y}{Y}> Wish to see a time rift? deals 3
Then, <can be used as {Y}.> Select up to 1 of your opponent's LV.1 Cookies. Place that Cookie in the break area.",PROMOTION,https://cookierunbraverse.com/data/en_storage/wHimgqiUGi1UCjPDNYpBVw.webp
BS1-037@3,BS1,037@3,Timekeeper Cookie,PROMOTION CARD,COOKIE,YELLOW,YELLOW,3,5,,P,Distorted Time Rift,【On Play】 <Discard 1 card.> <{Y}{Y}> Select up to 1 LV.2 or lower Cookie from your break area. Place that Cookie in the trash.,"<{Y}{Y}{Y}> Wish to see a time rift? deals 3
Then, <can be used as {Y}.> Select up to 1 of your opponent's LV.1 Cookies. Place that Cookie in the break area.",,0,0,0,BS1-037,1,"【On Play】 <Discard 1 card.> <{Y}{Y}> Select up to 1 LV.2 or lower Cookie from your break area. Place that Cookie in the trash.
<{Y}{Y}{Y}> Wish to see a time rift? deals 3
Then, <can be used as {Y}.> Select up to 1 of your opponent's LV.1 Cookies. Place that Cookie in the break area.",PROMOTION,https://cookierunbraverse.com/data/en_storage/CVDGGxagjpHbBgpaANwAbA.webp
BS1-037@4,BS1,037@4,Timekeeper Cookie,PROMOTION CARD,COOKIE,YELLOW,YELLOW,3,5,,P,Distorted Time Rift,【On Play】 <Discard 1 card.> <{Y}{Y}> Select up to 1 LV.2 or lower Cookie from your break area. Place that Cookie in the trash.,"<{Y}{Y}{Y}> Wish to see a time rift? deals 3
Then, <can be used as {Y}.> Select up to 1 of your opponent's LV.1 Cookies. Place that Cookie in the break area.",,0,0,0,BS1-037,1,"【On Play】 <Discard 1 card.> <{Y}{Y}> Select up to 1 LV.2 or lower Cookie from your break area. Place that Cookie in the trash.
<{Y}{Y}{Y}> Wish to see a time rift? deals 3
Then, <can be used as {Y}.> Select up to 1 of your opponent's LV.1 Cookies. Place that Cookie in the break area.",PROMOTION,https://cookierunbraverse.com/data/en_storage/nKz7pG_j3m_O3KGzk63bAA.webp
BS1-038,BS1,038,Cinnamon Cookie,BOOSTER PACK [BRAVE BEGINNING],COOKIE,YELLOW,YELLOW,1,1,,U,,【Activate】 <{Y}{Y}> <Place this Cookie in your break area.> Select up to 1 of your opponent's Cookies. That Cookie receives 1 damage.,<{Y}> Deals 1 damage.,,0,0,0,BS1-038,0,"【Activate】 <{Y}{Y}> <Place this Cookie in your break area.> Select up to 1 of your opponent's Cookies. That Cookie receives 1 damage.
<{Y}> Deals 1 damage.",UNCOMMON,https://cookierunbraverse.com/data/en_storage/gBq8D1yqVh5GC7A4StD8ew.webp
BS1-039,BS1,039,Almond Cookie,BOOSTER PACK [BRAVE BEGINNING],COOKIE,YELLOW,YELLOW,2,3,,U,,,"<{Y}{Y}> Deals 1 damage. Then, select up to 2 of your opponent's Cookies. Those Cookies deal -1 attack damage each during your opponent's next turn.",,0,0,0,BS1-039,0,"<{Y}{Y}> Deals 1 damage. Then, select up to 2 of your opponent's Cookies. Those Cookies deal -1 attack damage each during your opponent's next turn.",UNCOMMON,https://cookierunbraverse.com/data/en_storage/M1HXMbY37O7kw2N65lHX6Q.webp
BS1-040,BS1,040,Earl Grey Cookie,BOOSTER PACK [BRAVE BEGINNING],FLIP,YELLOW,YELLOW,3,3,,R,,,<{Y}{Y}{Y}> Deals 3 damage.,"<Discard 1 card.> If your break area is LV.6 or higher, the Cookie with this card attached for HP gains +2 HP.",0,0,0,BS1-040,0,"<{Y}{Y}{Y}> Deals 3 damage.
<Discard 1 card.> If your break area is LV.6 or higher, the Cookie with this card attached for HP gains +2 HP.",RARE,https://cookierunbraverse.com/data/en_storage/s9td1N1t1UhG2gsZWjei4Q.webp
BS1-040@1,BS1,040@1,Earl Grey Cookie,BOOSTER PACK [BRAVE BEGINNING],FLIP,YELLOW,YELLOW,3,3,,SEC,,,<{Y}{Y}{Y}> Deals 3 damage.,"<Discard 1 card.> If your break area is LV.6 or higher, the Cookie with this card attached for HP gains +2 HP.",0,0,0,BS1-040,1,"<{Y}{Y}{Y}> Deals 3 damage.
<Discard 1 card.> If your break area is LV.6 or higher, the Cookie with this card attached for HP gains +2 HP.",SECRET RARE,https://cookierunbraverse.com/data/en_storage/vsDEbbn6ngLqtEJidrKjHw.webp
BS1-040@2,BS1,040@2,Earl Grey Cookie,PROMOTION CARD,FLIP,YELLOW,YELLOW,3,3,,P,,,<{Y}{Y}{Y}> A Grand Banquet Awaits! deals 3,"<Discard 1 card.> If your break area is LV.6 or higher, the Cookie with this card attached for HP gains +2 HP.",0,0,0,BS1-040,1,"<{Y}{Y}{Y}> A Grand Banquet Awaits! deals 3
<Discard 1 card.> If your break area is LV.6 or higher, the Cookie with this card attached for HP gains +2 HP.",PROMOTION,https://cookierunbraverse.com/data/en_storage/BSSIKpVtjdhDVjLfdjIy_A.webp
BS1-041,BS1,041,Orange Cookie,BOOSTER PACK [BRAVE BEGINNING],FLIP,YELLOW,YELLOW,1,1,,C,,,<{Y}> Deals 1 damage.,<Discard 1 card.> The Cookie with this card attached for HP gains +1 HP.,0,0,0,BS1-041,0,"<{Y}> Deals 1 damage.
<Discard 1 card.> The Cookie with this card attached for HP gains +1 HP.",COMMON,https://cookierunbraverse.com/data/en_storage/4iJClDlcHesthI6SuSHb7Q.webp
BS1-042,BS1,042,Grapefruit Cookie,BOOSTER PACK [BRAVE BEGINNING],COOKIE,YELLOW,YELLOW,2,2,,C,,"When your opponent attacks this Cookie, <can be used as {Y}.> This Cookie receives -1 attack damage during this battle.",<{Y}{Y}> Deals 2 damage.,,0,0,0,BS1-042,0,"When your opponent attacks this Cookie, <can be used as {Y}.> This Cookie receives -1 attack damage during this battle.
<{Y}{Y}> Deals 2 damage.",COMMON,https://cookierunbraverse.com/data/en_storage/JIAbg-lxSVUzwtFDNcR26Q.webp
BS1-043,BS1,043,Cheesecake Cookie,BOOSTER PACK [BRAVE BEGINNING],COOKIE,,MIX,2,2,,C,,,<{N}{N}> Deals 3 damage.,,0,0,0,BS1-043,0,<{N}{N}> Deals 3 damage.,COMMON,https://cookierunbraverse.com/data/en_storage/2u32M_0ONFynlk8yEKodNQ.webp
BS1-044,BS1,044,Bell Pepper Cookie,BOOSTER PACK [BRAVE BEGINNING],COOKIE,YELLOW,YELLOW,2,3,,SR,,"【Activate】 【Once Per Turn】 <{Y}> <Discard 1 card.> If this Cookie's HP is less than 3, gain +1 HP.","<{Y}{Y}{Y}> Deals 2 damage. Then, <can be used as {Y}{Y}.> Deals 3 damage.",,0,0,0,BS1-044,0,"【Activate】 【Once Per Turn】 <{Y}> <Discard 1 card.> If this Cookie's HP is less than 3, gain +1 HP.
<{Y}{Y}{Y}> Deals 2 damage. Then, <can be used as {Y}{Y}.> Deals 3 damage.",SUPER RARE,https://cookierunbraverse.com/data/en_storage/WjR_HmPW6-2WKp1jihHIhw.webp
BS1-044@1,BS1,044@1,Bell Pepper Cookie,BOOSTER PACK [BRAVE BEGINNING],COOKIE,YELLOW,YELLOW,2,3,,SSR,,"【Activate】 【Once Per Turn】 <{Y}> <Discard 1 card.> If this Cookie's HP is less than 3, gain +1 HP.","<{Y}{Y}{Y}> Deals 2 damage. Then, <can be used as {Y}{Y}.> Deals 3 damage.",,0,0,0,BS1-044,1,"【Activate】 【Once Per Turn】 <{Y}> <Discard 1 card.> If this Cookie's HP is less than 3, gain +1 HP.
<{Y}{Y}{Y}> Deals 2 damage. Then, <can be used as {Y}{Y}.> Deals 3 damage.",SECRET SUPER RARE,https://cookierunbraverse.com/data/en_storage/1HZ1Jtch9duVnynF9cTacA.webp
BS1-045,BS1,045,Firecracker Cookie,BOOSTER PACK [BRAVE BEGINNING],COOKIE,,MIX,3,4,,C,,,<{N}{N}> Deals 2 damage.,,0,0,0,BS1-045,0,<{N}{N}> Deals 2 damage.,COMMON,https://cookierunbraverse.com/data/en_storage/20omFy0De0fJeBKXuGTsRw.webp
BS1-046,BS1,046,Apple Cookie,BOOSTER PACK [BRAVE BEGINNING],COOKIE,,MIX,3,1,,C,,,<{N}> Deals 2 damage.,,0,0,0,BS1-046,0,<{N}> Deals 2 damage.,COMMON,https://cookierunbraverse.com/data/en_storage/0oY-kjcukSX9irAxeT0JFg.webp
BS1-047,BS1,047,Pizza Cookie,BOOSTER PACK [BRAVE BEGINNING],COOKIE,,MIX,3,4,,C,,,<{N}{N}{N}> Deals 4 damage.,,0,0,0,BS1-047,0,<{N}{N}{N}> Deals 4 damage.,COMMON,https://cookierunbraverse.com/data/en_storage/gxnNZwraZV4qb-9XjDIl4A.webp
BS1-048,BS1,048,Jelly Pom-Poms,BOOSTER PACK [BRAVE BEGINNING],ITEM,YELLOW,YELLOW,,,,U,,,"<{Y}{Y}{Y}> Select up to 1 of your Cookies. During this turn, that Cookie gains +1 attack damage for every 2 {Y} LV.1 Cookies in your break area.",,0,0,0,BS1-048,0,"<{Y}{Y}{Y}> Select up to 1 of your Cookies. During this turn, that Cookie gains +1 attack damage for every 2 {Y} LV.1 Cookies in your break area.",UNCOMMON,https://cookierunbraverse.com/data/en_storage/fl6uQsGfxvyad2hki-Jo6g.webp
BS1-049,BS1,049,Tropical Slushie,BOOSTER PACK [BRAVE BEGINNING],ITEM,YELLOW,YELLOW,,,,R,,,<{Y}{Y}> Deals 1 damage for each 1 {Y} LV.2 or higher Cookie in your break area to 1 of your opponent's Cookies.,,0,0,0,BS1-049,0,<{Y}{Y}> Deals 1 damage for each 1 {Y} LV.2 or higher Cookie in your break area to 1 of your opponent's Cookies.,RARE,https://cookierunbraverse.com/data/en_storage/FyvDOB3gdMqldhNVNl50Qw.webp
BS1-050,BS1,050,Broken Signpost,BOOSTER PACK [BRAVE BEGINNING],TRAP,YELLOW,YELLOW,,,,U,,,<{Y}> Redirect your opponent's attack to a different Cookie of your own.,,0,0,0,BS1-050,0,<{Y}> Redirect your opponent's attack to a different Cookie of your own.,UNCOMMON,https://cookierunbraverse.com/data/en_storage/PHMJP90IbG1bZdqt1yFQVg.webp
BS1-051,BS1,051,Super-Vita Jelly Bar,BOOSTER PACK [BRAVE BEGINNING],TRAP,YELLOW,YELLOW,,,,U,,,<{Y}> Select up to 1 of your Cookies. That Cookie gains +1 HP.,,0,0,0,BS1-051,0,<{Y}> Select up to 1 of your Cookies. That Cookie gains +1 HP.,UNCOMMON,https://cookierunbraverse.com/data/en_storage/6cax4eHuDsn6cqAd4gaWig.webp
BS1-051@1,BS1,051@1,Super-Vita Jelly Bar,promotion card,TRAP,YELLOW,YELLOW,,,,P,,<{Y}> Select up to 1 of your Cookies. That Cookie gains +1 HP.,,,0,0,0,BS1-051,1,<{Y}> Select up to 1 of your Cookies. That Cookie gains +1 HP.,PROMOTION,https://cookierunbraverse.com/data/en_storage/KtEw5uI748CshJP6vdvaaw.webp
BS1-052,BS1,052,Star Candy Road,BOOSTER PACK [BRAVE BEGINNING],STAGE,YELLOW,YELLOW,,,,U,,,"<{Y}> Place in your stage area.
【Activate】 <{Y}{Y}> <Rest this card.> Select 1 of your Cookies. That Cookie gains +1 HP.",,0,0,0,BS1-052,0,"<{Y}> Place in your stage area.
【Activate】 <{Y}{Y}> <Rest this card.> Select 1 of your Cookies. That Cookie gains +1 HP.",UNCOMMON,https://cookierunbraverse.com/data/en_storage/49evP0qh5dTshrnIp7_Cag.webp
BS1-052@1,BS1,052@1,Star Candy Road,PROMOTION CARD,STAGE,YELLOW,YELLOW,,,,P,,"<{Y}> Place in your stage area.

【Activate】 <{Y}{Y}> <Rest this card.> 1 of your Cookies gains +1 HP.",,,0,0,0,BS1-052,1,"<{Y}> Place in your stage area.

【Activate】 <{Y}{Y}> <Rest this card.> 1 of your Cookies gains +1 HP.",PROMOTION,https://cookierunbraverse.com/data/en_storage/DtCzDOKRib5CTh6MowO1XA.webp
BS1-053,BS1,053,Roguefort Cookie,BOOSTER PACK [BRAVE BEGINNING],COOKIE,GREEN,GREEN,1,2,,UR,,"【Activate】 【Once Per Turn】 <{G}> If there are 6 cards or less in your hand, return 1 card from your support area to your hand. Then, take 1 card from the top of your deck and place it in your support area as rested.",<{G}> Deals 1 damage.,,0,0,0,BS1-053,0,"【Activate】 【Once Per Turn】 <{G}> If there are 6 cards or less in your hand, return 1 card from your support area to your hand. Then, take 1 card from the top of your deck and place it in your support area as rested.
<{G}> Deals 1 damage.",ULTRA RARE,https://cookierunbraverse.com/data/en_storage/Sr8X9G4YAkN1KWdLmND7oA.webp
BS1-053@1,BS1,053@1,Roguefort Cookie,BOOSTER PACK [BRAVE BEGINNING],COOKIE,GREEN,GREEN,1,2,,SUR,,"【Activate】 【Once Per Turn】 <{G}> If there are 6 cards or less in your hand, return 1 card from your support area to your hand. Then, take 1 card from the top of your deck and place it in your support area as rested.",<{G}> Deals 1 damage.,,0,0,0,BS1-053,1,"【Activate】 【Once Per Turn】 <{G}> If there are 6 cards or less in your hand, return 1 card from your support area to your hand. Then, take 1 card from the top of your deck and place it in your support area as rested.
<{G}> Deals 1 damage.",SECRET ULTRA RARE,https://cookierunbraverse.com/data/en_storage/AsLZntUccsoh8ccCN2jusg.webp
BS1-054,BS1,054,Blue Lily Cookie,BOOSTER PACK [BRAVE BEGINNING],COOKIE,GREEN,GREEN,3,5,,SR,,【Your Turn】 【Activate】 <Place 1 card from your support area in the trash.> Deals 1 damage to all of your opponent's Cookies.,<{G}{G}{G}{G}> Deals 4 damage.,,0,0,0,BS1-054,0,"【Your Turn】 【Activate】 <Place 1 card from your support area in the trash.> Deals 1 damage to all of your opponent's Cookies.
<{G}{G}{G}{G}> Deals 4 damage.",SUPER RARE,https://cookierunbraverse.com/data/en_storage/5kaPkgRaxJDsWQIQ3pGwAQ.webp
BS1-054@1,BS1,054@1,Blue Lily Cookie,BOOSTER PACK [BRAVE BEGINNING],COOKIE,GREEN,GREEN,3,5,,SSR,,【Your Turn】 【Activate】 <Place 1 card from your support area in the trash.> Deals 1 damage to all of your opponent's Cookies.,<{G}{G}{G}{G}> Deals 4 damage.,,0,0,0,BS1-054,1,"【Your Turn】 【Activate】 <Place 1 card from your support area in the trash.> Deals 1 damage to all of your opponent's Cookies.
<{G}{G}{G}{G}> Deals 4 damage.",SECRET SUPER RARE,https://cookierunbraverse.com/data/en_storage/sXhZwjCNseweAfmALYkyPw.webp
BS1-055,BS1,055,Red Bean Cookie,BOOSTER PACK [BRAVE BEGINNING],FLIP,GREEN,GREEN,2,2,,U,,,<{G}{G}> Deals 2 damage.,Draw up to 1 card from your deck.,0,0,0,BS1-055,0,"<{G}{G}> Deals 2 damage.
Draw up to 1 card from your deck.",UNCOMMON,https://cookierunbraverse.com/data/en_storage/mIRfQ6m13DdL_0ZgH22GHA.webp
BS1-055@1,BS1,055@1,Red Bean Cookie,promotion card,FLIP,GREEN,GREEN,2,2,,P,,,<{G}{G}> Want a ride? deals 2,Draw up to 1 card from your deck.,0,0,0,BS1-055,1,"<{G}{G}> Want a ride? deals 2
Draw up to 1 card from your deck.",PROMOTION,https://cookierunbraverse.com/data/en_storage/YmlGvOO22dFfPT7fkwlVaw.webp
BS1-056,BS1,056,Moon Rabbit Cookie,BOOSTER PACK [BRAVE BEGINNING],COOKIE,GREEN,GREEN,2,3,,SR,,【Activate】 <{G}{G}> Select up to 1 of your other LV.2 or lower Cookies from your battle area. Place them in your support area as active.,<{G}> Deals 1 damage.,,0,0,0,BS1-056,0,"【Activate】 <{G}{G}> Select up to 1 of your other LV.2 or lower Cookies from your battle area. Place them in your support area as active.
<{G}> Deals 1 damage.",SUPER RARE,https://cookierunbraverse.com/data/en_storage/8pBP9hTJBfQgn9p5wVAq2g.webp
BS1-056@1,BS1,056@1,Moon Rabbit Cookie,BOOSTER PACK [BRAVE BEGINNING],COOKIE,GREEN,GREEN,2,3,,SSR,,【Activate】 <{G}{G}> Select up to 1 of your other LV.2 or lower Cookies from your battle area. Place them in your support area as active.,<{G}> Deals 1 damage.,,0,0,0,BS1-056,1,"【Activate】 <{G}{G}> Select up to 1 of your other LV.2 or lower Cookies from your battle area. Place them in your support area as active.
<{G}> Deals 1 damage.",SECRET SUPER RARE,https://cookierunbraverse.com/data/en_storage/AqzJK7jr-PVFIU6IRgGsCg.webp
BS1-057,BS1,057,Bellflower Cookie,BOOSTER PACK [BRAVE BEGINNING],COOKIE,,MIX,1,4,,C,,,<{N}{N}{N}> Deals 2 damage.,,0,0,0,BS1-057,0,<{N}{N}{N}> Deals 2 damage.,COMMON,https://cookierunbraverse.com/data/en_storage/R0cb0ap1mjQs0N_c8TXmBQ.webp
BS1-058,BS1,058,Poison Mushroom Cookie,BOOSTER PACK [BRAVE BEGINNING],COOKIE,GREEN,GREEN,2,2,,C,,"When this Cookie faints, <place 1 card from your support area into the trash.> Deals 1 damage to all Cookies.",<{G}{G}> Deals 2 damage.,,0,0,0,BS1-058,0,"When this Cookie faints, <place 1 card from your support area into the trash.> Deals 1 damage to all Cookies.
<{G}{G}> Deals 2 damage.",COMMON,https://cookierunbraverse.com/data/en_storage/--WJH6re6WaGvgs3Sz3kEQ.webp
BS1-059,BS1,059,Fig Cookie,BOOSTER PACK [BRAVE BEGINNING],COOKIE,,MIX,3,4,,C,,,<{N}{N}> Deals 2 damage.,,0,0,0,BS1-059,0,<{N}{N}> Deals 2 damage.,COMMON,https://cookierunbraverse.com/data/en_storage/FUrIAfyvqwzAbXtrYeX0iA.webp
BS1-060,BS1,060,Butterbear Cookie,BOOSTER PACK [BRAVE BEGINNING],COOKIE,,MIX,2,2,,C,,,<{N}{N}> Deals 3 damage.,,0,0,0,BS1-060,0,<{N}{N}> Deals 3 damage.,COMMON,https://cookierunbraverse.com/data/en_storage/gk8DKSyFh85-rI_Lit3wjg.webp
BS1-061,BS1,061,Peach Cookie,BOOSTER PACK [BRAVE BEGINNING],COOKIE,,MIX,2,4,,C,,,<{N}{N}{N}> Deals 3 damage.,,0,0,0,BS1-061,0,<{N}{N}{N}> Deals 3 damage.,COMMON,https://cookierunbraverse.com/data/en_storage/AfyItk1r7Qvj5TT2uOTdPQ.webp
BS1-062,BS1,062,Tea Knight Cookie,BOOSTER PACK [BRAVE BEGINNING],COOKIE,GREEN,GREEN MIX,1,3,,R,,"{bl} <{G}> (When one of your opponent's Cookies attacks, you can redirect the attack to this Cookie.)",<{G}{N}> Deals 1 damage.,,0,0,0,BS1-062,0,"{bl} <{G}> (When one of your opponent's Cookies attacks, you can redirect the attack to this Cookie.)
<{G}{N}> Deals 1 damage.",RARE,https://cookierunbraverse.com/data/en_storage/rpwTIPEiaaLq9EEU29Yu1Q.webp
BS1-062@1,BS1,062@1,Tea Knight Cookie,BOOSTER PACK [BRAVE BEGINNING],COOKIE,GREEN,GREEN MIX,1,3,,SEC,,"{bl} <{G}> (When one of your opponent's Cookies attacks, you can redirect the attack to this Cookie.)",<{G}{N}> Deals 1 damage.,,0,0,0,BS1-062,1,"{bl} <{G}> (When one of your opponent's Cookies attacks, you can redirect the attack to this Cookie.)
<{G}{N}> Deals 1 damage.",SECRET RARE,https://cookierunbraverse.com/data/en_storage/GdkmIjP276d4gVJqkwZhog.webp
BS1-062@2,BS1,062@2,Tea Knight Cookie,promotion card,COOKIE,GREEN,GREEN MIX,1,3,,P,Silver Armor,"【Blocker】 <{G}> (When one of your opponent's Cookies attacks, you can redirect the attack to this Cookie.)",<{G}{N}> Battlefield Charisma deals 1,,0,0,0,BS1-062,1,"【Blocker】 <{G}> (When one of your opponent's Cookies attacks, you can redirect the attack to this Cookie.)
<{G}{N}> Battlefield Charisma deals 1",PROMOTION,https://cookierunbraverse.com/data/en_storage/aF54PuPpYR9jqhoXP4EeJQ.webp
BS1-063,BS1,063,Prophet Cookie,BOOSTER PACK [BRAVE BEGINNING],COOKIE,GREEN,GREEN MIX,1,2,,C,,【Activate】 <Place 1 card from your support area into the trash.> Take 1 card from the top of your deck and place it in your support area as active.,<{G}{N}> Deals 1 damage.,,0,0,0,BS1-063,0,"【Activate】 <Place 1 card from your support area into the trash.> Take 1 card from the top of your deck and place it in your support area as active.
<{G}{N}> Deals 1 damage.",COMMON,https://cookierunbraverse.com/data/en_storage/RedquCZRIMtEl3iuxZA2qw.webp
BS1-064,BS1,064,Ginseng Cookie,BOOSTER PACK [BRAVE BEGINNING],COOKIE,GREEN,GREEN,2,2,,C,,,"<{G}{G}> Deals 2 damage. Then, <can be used as {G}.> If your support area contains 7 or more cards, 1 of your other Cookies gains +1 HP.",,0,0,0,BS1-064,0,"<{G}{G}> Deals 2 damage. Then, <can be used as {G}.> If your support area contains 7 or more cards, 1 of your other Cookies gains +1 HP.",COMMON,https://cookierunbraverse.com/data/en_storage/sgwxPCcLbBoVTI3MNGeEdA.webp
BS1-065,BS1,065,Plum Cookie,BOOSTER PACK [BRAVE BEGINNING],COOKIE,,MIX,1,2,,C,,,<{N}{N}> Deals 2 damage.,,0,0,0,BS1-065,0,<{N}{N}> Deals 2 damage.,COMMON,https://cookierunbraverse.com/data/en_storage/XEF6iJUDotf5V7fR4hBKjw.webp
BS1-066,BS1,066,Lillybell Cookie,BOOSTER PACK [BRAVE BEGINNING],COOKIE,GREEN,GREEN,2,4,,SR,,"When your turn ends, set 1 card from your support area as active.",<{G}{G}{G}> Deals 3 damage.,,0,0,0,BS1-066,0,"When your turn ends, set 1 card from your support area as active.
<{G}{G}{G}> Deals 3 damage.",SUPER RARE,https://cookierunbraverse.com/data/en_storage/MxpSh-jgAdHvLCozUUWvTg.webp
BS1-066@1,BS1,066@1,Lillybell Cookie,BOOSTER PACK [BRAVE BEGINNING],COOKIE,GREEN,GREEN,2,4,,SSR,,"When your turn ends, set 1 card from your support area as active.",<{G}{G}{G}> Deals 3 damage.,,0,0,0,BS1-066,1,"When your turn ends, set 1 card from your support area as active.
<{G}{G}{G}> Deals 3 damage.",SECRET SUPER RARE,https://cookierunbraverse.com/data/en_storage/GU4ygOLUZ1PHHWoL09Dbcw.webp
BS1-066@2,BS1,066@2,Lillybell Cookie,PROMOTION CARD,COOKIE,GREEN,GREEN,2,4,,P,Floral Tea Fragrance,"When your turn ends, set 1 card from your support area as active.",<{G}{G}{G}> Unending Chatter deals 3,,0,0,0,BS1-066,1,"When your turn ends, set 1 card from your support area as active.
<{G}{G}{G}> Unending Chatter deals 3",PROMOTION,https://cookierunbraverse.com/data/en_storage/tQd3mY-h9VE6z5APvPTZ2A.webp
BS1-067,BS1,067,Churro Cookie,BOOSTER PACK [BRAVE BEGINNING],FLIP,GREEN,GREEN,3,3,,R,,,<{G}{G}{G}> Deals 3 damage.,"<Discard 1 card.> If your support area contains 4 or more cards, place this card in your support area as rested.",0,0,0,BS1-067,0,"<{G}{G}{G}> Deals 3 damage.
<Discard 1 card.> If your support area contains 4 or more cards, place this card in your support area as rested.",RARE,https://cookierunbraverse.com/data/en_storage/CUU_vpBdbrVxZ3VrQNiEDg.webp
BS1-067@1,BS1,067@1,Churro Cookie,BOOSTER PACK [BRAVE BEGINNING],FLIP,GREEN,GREEN,3,3,,SEC,,,<{G}{G}{G}> Deals 3 damage.,"<Discard 1 card.> If your support area contains 4 or more cards, place this card in your support area as rested.",0,0,0,BS1-067,1,"<{G}{G}{G}> Deals 3 damage.
<Discard 1 card.> If your support area contains 4 or more cards, place this card in your support area as rested.",SECRET RARE,https://cookierunbraverse.com/data/en_storage/OHhru2VjYxoqVTjwktBxjA.webp
BS1-068,BS1,068,Cauliflower Cookie,BOOSTER PACK [BRAVE BEGINNING],COOKIE,GREEN,GREEN,2,4,,C,,【Activate】 <Place 1 card from your support area into the trash.> Draw 1 card from your deck.,<{G}{N}> Deals 1 damage.,,0,0,0,BS1-068,0,"【Activate】 <Place 1 card from your support area into the trash.> Draw 1 card from your deck.
<{G}{N}> Deals 1 damage.",COMMON,https://cookierunbraverse.com/data/en_storage/Q7-a0i7gi7TEeQjLy9zDUA.webp
BS1-069,BS1,069,Cookiemals,BOOSTER PACK [BRAVE BEGINNING],FLIP,GREEN,GREEN,1,1,,U,,,<{G}> Deals 1 damage.,Draw up to 1 card from your deck.,0,0,0,BS1-069,0,"<{G}> Deals 1 damage.
Draw up to 1 card from your deck.",UNCOMMON,https://cookierunbraverse.com/data/en_storage/fTVOnzwJCpM2eb8NeQJQWQ.webp
